ORGANIZATION_ID,REPORT_UNIT_ID,REPORTING_UNIT_NAME,LEVEL_2_REPORTING_UNIT_NAME,LEVEL_2_REPORTING_UNIT_ID,LEVEL_3_REPORTING_UNIT_NAME,LEVEL_3_REPORTING_UNIT_ID
CA-DWR,DAU29936,DAU29936,Indian Wells,902,South Lahontan,9
CA-DWR,DAU30015,DAU30015,Indian Wells,902,South Lahontan,9
CA-DWR,DAU30036,DAU30036,Indian Wells,902,South Lahontan,9
CA-DWR,DAU30114,DAU30114,Indian Wells,902,South Lahontan,9
CA-DWR,DAU30214,DAU30214,Indian Wells,902,South Lahontan,9
CA-DWR,DAU30314,DAU30314,Indian Wells,902,South Lahontan,9
CA-DWR,DAU30315,DAU30315,Indian Wells,902,South Lahontan,9
CA-DWR,DAU30336,DAU30336,Indian Wells,902,South Lahontan,9
CA-DWR,DAU30415,DAU30415,Indian Wells,902,South Lahontan,9
CA-DWR,DAU30436,DAU30436,Indian Wells,902,South Lahontan,9
CA-DWR,DAU30515,DAU30515,Antelope Valley,904,South Lahontan,9
CA-DWR,DAU30519,DAU30519,Antelope Valley,904,South Lahontan,9
CA-DWR,DAU30615,DAU30615,Antelope Valley,904,South Lahontan,9
CA-DWR,DAU30619,DAU30619,Antelope Valley,904,South Lahontan,9
CA-DWR,DAU30636,DAU30636,Antelope Valley,904,South Lahontan,9
CA-DWR,DAU30719,DAU30719,Antelope Valley,904,South Lahontan,9
CA-DWR,DAU30736,DAU30736,Antelope Valley,904,South Lahontan,9
CA-DWR,DAU30819,DAU30819,Mojave River,905,South Lahontan,9
CA-DWR,DAU30836,DAU30836,Mojave River,905,South Lahontan,9
CA-DWR,DAU30936,DAU30936,Mojave River,905,South Lahontan,9
CA-DWR,DAU31036,DAU31036,Mojave River,905,South Lahontan,9
CA-DWR,DAU31136,DAU31136,Mojave River,905,South Lahontan,9
CA-DWR,DAU31236,DAU31236,Mojave River,905,South Lahontan,9
CA-DWR,DAU31336,DAU31336,Mojave River,905,South Lahontan,9
CA-DWR,DAU31436,DAU31436,Mojave River,905,South Lahontan,9
CA-DWR,DAU31536,DAU31536,Death Valley,903,South Lahontan,9
CA-DWR,DAU31636,DAU31636,Mojave River,905,South Lahontan,9
CA-DWR,DAU31736,DAU31736,Mojave River,905,South Lahontan,9
CA-DWR,DAU31836,DAU31836,Mojave River,905,South Lahontan,9
CA-DWR,DAU31936,DAU31936,Twenty-Nine Palms - Lanfair,1001,Colorado River,10
CA-DWR,DAU32036,DAU32036,Twenty-Nine Palms - Lanfair,1001,Colorado River,10
CA-DWR,DAU32136,DAU32136,Twenty-Nine Palms - Lanfair,1001,Colorado River,10
CA-DWR,DAU32236,DAU32236,Twenty-Nine Palms - Lanfair,1001,Colorado River,10
CA-DWR,DAU32336,DAU32336,Twenty-Nine Palms - Lanfair,1001,Colorado River,10
CA-DWR,DAU32436,DAU32436,Twenty-Nine Palms - Lanfair,1001,Colorado River,10
CA-DWR,DAU32536,DAU32536,Twenty-Nine Palms - Lanfair,1001,Colorado River,10
CA-DWR,DAU32633,DAU32633,Twenty-Nine Palms - Lanfair,1001,Colorado River,10
CA-DWR,DAU32636,DAU32636,Twenty-Nine Palms - Lanfair,1001,Colorado River,10
CA-DWR,DAU32733,DAU32733,Twenty-Nine Palms - Lanfair,1001,Colorado River,10
CA-DWR,DAU32736,DAU32736,Twenty-Nine Palms - Lanfair,1001,Colorado River,10
CA-DWR,DAU32836,DAU32836,Twenty-Nine Palms - Lanfair,1001,Colorado River,10
CA-DWR,DAU32936,DAU32936,Twenty-Nine Palms - Lanfair,1001,Colorado River,10
CA-DWR,DAU33036,DAU33036,Twenty-Nine Palms - Lanfair,1001,Colorado River,10
CA-DWR,DAU33133,DAU33133,Twenty-Nine Palms - Lanfair,1001,Colorado River,10
CA-DWR,DAU33136,DAU33136,Twenty-Nine Palms - Lanfair,1001,Colorado River,10
CA-DWR,DAU33233,DAU33233,Twenty-Nine Palms - Lanfair,1001,Colorado River,10
CA-DWR,DAU33236,DAU33236,Twenty-Nine Palms - Lanfair,1001,Colorado River,10
CA-DWR,DAU33333,DAU33333,Chuckwalla,1003,Colorado River,10
CA-DWR,DAU33336,DAU33336,Chuckwalla,1003,Colorado River,10
CA-DWR,DAU33413,DAU33413,Chuckwalla,1003,Colorado River,10
CA-DWR,DAU33433,DAU33433,Chuckwalla,1003,Colorado River,10
CA-DWR,DAU33533,DAU33533,Chuckwalla,1003,Colorado River,10
CA-DWR,DAU33633,DAU33633,Chuckwalla,1003,Colorado River,10
CA-DWR,DAU33733,DAU33733,Chuckwalla,1003,Colorado River,10
CA-DWR,DAU33833,DAU33833,Coachella,1002,Colorado River,10
CA-DWR,DAU33936,DAU33936,Colorado River,1004,Colorado River,10
CA-DWR,DAU34036,DAU34036,Colorado River,1004,Colorado River,10
CA-DWR,DAU34136,DAU34136,Colorado River,1004,Colorado River,10
CA-DWR,DAU34233,DAU34233,Colorado River,1004,Colorado River,10
CA-DWR,DAU34333,DAU34333,Colorado River,1004,Colorado River,10
CA-DWR,DAU34336,DAU34336,Colorado River,1004,Colorado River,10
CA-DWR,DAU34433,DAU34433,Colorado River,1004,Colorado River,10
CA-DWR,DAU34513,DAU34513,Colorado River,1004,Colorado River,10
CA-DWR,DAU34533,DAU34533,Colorado River,1004,Colorado River,10
CA-DWR,DAU34613,DAU34613,Colorado River,1004,Colorado River,10
CA-DWR,DAU34633,DAU34633,Colorado River,1004,Colorado River,10
CA-DWR,DAU34713,DAU34713,Colorado River,1004,Colorado River,10
CA-DWR,DAU34813,DAU34813,Coachella,1002,Colorado River,10
CA-DWR,DAU34833,DAU34833,Coachella,1002,Colorado River,10
CA-DWR,DAU34836,DAU34836,Coachella,1002,Colorado River,10
CA-DWR,DAU34837,DAU34837,Coachella,1002,Colorado River,10
CA-DWR,DAU34913,DAU34913,Coachella,1002,Colorado River,10
CA-DWR,DAU34933,DAU34933,Coachella,1002,Colorado River,10
CA-DWR,DAU35033,DAU35033,Borrego,1005,Colorado River,10
CA-DWR,DAU35037,DAU35037,Borrego,1005,Colorado River,10
CA-DWR,DAU35113,DAU35113,Borrego,1005,Colorado River,10
CA-DWR,DAU35137,DAU35137,Borrego,1005,Colorado River,10
CA-DWR,DAU35213,DAU35213,Borrego,1005,Colorado River,10
CA-DWR,DAU35233,DAU35233,Borrego,1005,Colorado River,10
CA-DWR,DAU35237,DAU35237,Borrego,1005,Colorado River,10
CA-DWR,DAU35313,DAU35313,Imperial Valley,1006,Colorado River,10
CA-DWR,DAU35333,DAU35333,Imperial Valley,1006,Colorado River,10
CA-DWR,DAU35413,DAU35413,Imperial Valley,1006,Colorado River,10
CA-DWR,DAU35437,DAU35437,Imperial Valley,1006,Colorado River,10
CA-DWR,DAU35513,DAU35513,Imperial Valley,1006,Colorado River,10
CA-DWR,DAU35613,DAU35613,Imperial Valley,1006,Colorado River,10
CA-DWR,DAU35713,DAU35713,Imperial Valley,1006,Colorado River,10
CA-DWR,DAU35733,DAU35733,Imperial Valley,1006,Colorado River,10
CA-DWR,DAU39149,DAU39149,North Bay,201,San Francisco Bay,2
CA-DWR,DAU39221,DAU39221,North Bay,201,San Francisco Bay,2
CA-DWR,DAU40123,DAU40123,Russian River,104,North Coast,1
CA-DWR,DAU40223,DAU40223,Russian River,104,North Coast,1
CA-DWR,DAU40323,DAU40323,Russian River,104,North Coast,1
CA-DWR,DAU40423,DAU40423,Russian River,104,North Coast,1
CA-DWR,DAU40449,DAU40449,Russian River,104,North Coast,1
CA-DWR,DAU40523,DAU40523,Russian River,104,North Coast,1
CA-DWR,DAU40549,DAU40549,Russian River,104,North Coast,1
